Weight,Height,BMI,Gender,Age,BMIcase,Exercise Plan,Full Workout
107.9969222599034,1.9453914422460528,28.53628125558835,Male,34,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell tricep kickback with stork stance : 4세트 x 8~12회
dumbbell lying alternate extension : 4세트 x 8~12회
barbell skier : 4세트 x 8~12회
spine twist : 4세트 x 8~12회
side lying floor stretch : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
82.82628327597693,1.9619068025472304,21.51847189897348,Male,22,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
pelvic tilt : 4세트 x 8~12회
barbell standing twist : 4세트 x 8~12회
kettlebell double windmill : 4세트 x 8~12회
bodyweight standing row (with towel) : 4세트 x 8~12회
lower back curl : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
70.47653237437176,1.4345029949354824,34.24850423643655,Female,65,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
biceps pull-up : 4세트 x 8~12회
smith leg press : 4세트 x 8~12회
left hook. boxing : 4세트 x 8~12회
shoulder grip pull-up : 4세트 x 8~12회
dumbbell bench seated press : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
73.34722537953101,1.846975336857931,21.501140508735705,Male,46,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
push-up on lower arms : 4세트 x 8~12회
dumbbell over bench one arm reverse wrist curl : 4세트 x 8~12회
weighted russian twist v. 2 : 4세트 x 8~12회
dumbbell incline breeding : 4세트 x 8~12회
cable deadlift : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
83.73327443551094,1.6192563115612308,31.934996861044617,Female,32,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
half sit-up (male) : 4세트 x 8~12회
dumbbell incline press on exercise ball : 4세트 x 8~12회
barbell decline bench press : 4세트 x 8~12회
jump rope : 4세트 x 8~12회
skater hops : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
81.76374637567586,1.6748494208094356,29.14803266893338,Female,55,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell alternating seated bicep curl on exercise ball : 4세트 x 8~12회
cable concentration extension (on knee) : 4세트 x 8~12회
flutter kicks : 4세트 x 8~12회
kettlebell alternating row : 4세트 x 8~12회
finger curls : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
78.6203419112259,1.9085091991706409,21.5847196837388,Male,48,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
london bridge : 4세트 x 8~12회
barbell standing wide grip biceps curl : 4세트 x 8~12회
band bench press : 4세트 x 8~12회
glute-ham raise : 4세트 x 8~12회
dumbbell standing one arm curl over incline bench : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
107.59384589110743,1.7550713272260978,34.92994397863574,Female,37,severe obese,7,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
walking high knees lunge : 4세트 x 8~12회
cable one arm decline chest fly : 4세트 x 8~12회
cable standing crunch : 4세트 x 8~12회
cable reverse wrist curl : 4세트 x 8~12회
cable cross-over lateral pulldown : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
92.79091691779864,1.8232449735063767,27.91357207861472,Female,35,severe obese,7,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell seated biceps curl to shoulder press : 4세트 x 8~12회
ez barbell decline close grip face press : 4세트 x 8~12회
cable cross-over lateral pulldown : 4세트 x 8~12회
smith standing military press : 4세트 x 8~12회
barbell press sit-up : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
79.3926887416147,1.5685327823806208,32.269579809180364,Female,52,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
inverse leg curl (bench support) : 4세트 x 8~12회
dumbbell decline shrug : 4세트 x 8~12회
dumbbell lying extension (across face) : 4세트 x 8~12회
dumbbell standing bent over two arm triceps extension : 4세트 x 8~12회
barbell one arm side deadlift : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
79.17277464708741,1.7687471113787216,25.307216361353277,Male,27,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
lever seated row : 4세트 x 8~12회
cable standing shoulder external rotation : 4세트 x 8~12회
left hook. boxing : 4세트 x 8~12회
cable concentration extension (on knee) : 4세트 x 8~12회
assisted prone hamstring : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
90.94434370821196,1.7811806294488808,28.665516164837044,Male,23,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
smith standing behind head military press : 4세트 x 8~12회
barbell seated behind head military press : 4세트 x 8~12회
bent knee lying twist (male) : 4세트 x 8~12회
rope climb : 4세트 x 8~12회
balance board : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
103.99803837311704,1.816384463371767,31.521697045373717,Female,54,severe obese,7,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
cable two arm tricep kickback : 4세트 x 8~12회
kettlebell bottoms up clean from the hang position : 4세트 x 8~12회
cable rear delt row (with rope) : 4세트 x 8~12회
assisted sit-up : 4세트 x 8~12회
cable reverse curl : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
70.92278162155696,1.6674506571918748,25.508197916962413,Female,44,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
weighted crunch : 4세트 x 8~12회
cable seated chest press : 4세트 x 8~12회
chest dip : 4세트 x 8~12회
decline crunch : 4세트 x 8~12회
incline close-grip push-up : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
95.54377862966795,1.6822885012539095,33.75992399005958,Female,42,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
cable seated one arm concentration curl : 4세트 x 8~12회
cable seated twist : 4세트 x 8~12회
band kneeling one arm pulldown : 4세트 x 8~12회
barbell bench squat : 4세트 x 8~12회
barbell clean and press : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
93.4635742869198,1.7149442186196795,31.77915817342928,Female,40,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
barbell wide-grip upright row : 4세트 x 8~12회
band side triceps extension : 4세트 x 8~12회
band v-up : 4세트 x 8~12회
dumbbell seated shoulder press : 4세트 x 8~12회
dumbbell one arm shoulder press v. 2 : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
75.53521252999667,1.6590771298261298,27.442034258189317,Female,46,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
barbell rollerout from bench : 4세트 x 8~12회
smith wide grip decline bench press : 4세트 x 8~12회
smith shoulder press : 4세트 x 8~12회
knee touch crunch : 4세트 x 8~12회
barbell lying close-grip press : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
75.85228737048531,1.9304486662812212,20.35411231608766,Male,43,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
weighted standing curl : 4세트 x 8~12회
cambered bar lying row : 4세트 x 8~12회
walking lunge : 4세트 x 8~12회
dumbbell decline one arm hammer press : 4세트 x 8~12회
bodyweight squatting row : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
90.16907158237264,1.7283643919661391,30.184707890454128,Male,49,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
reverse hyper on flat bench : 4세트 x 8~12회
lever seated reverse fly (parallel grip) : 4세트 x 8~12회
ez barbell spider curl : 4세트 x 8~12회
all fours squad stretch : 4세트 x 8~12회
squat to overhead reach : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
95.9933866046164,1.742054965362842,31.631341151018724,Male,64,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell seated alternate hammer curl on exercise ball : 4세트 x 8~12회
back lever : 4세트 x 8~12회
swimmer kicks v. 2 (male) : 4세트 x 8~12회
cable alternate shoulder press : 4세트 x 8~12회
cable standing cross-over high reverse fly : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
85.85827470582092,1.9085391597543897,23.57110848033274,Male,41,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
barbell decline bench press : 4세트 x 8~12회
leg pull in flat bench : 4세트 x 8~12회
barbell front squat : 4세트 x 8~12회
resistance band seated shoulder press : 4세트 x 8~12회
weighted close grip chin-up on dip cage : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
97.39804515944203,1.9458664324519448,25.72315222992953,Male,27,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
kettlebell alternating hang clean : 4세트 x 8~12회
clock push-up : 4세트 x 8~12회
single leg bridge with outstretched leg : 4세트 x 8~12회
seated piriformis stretch : 4세트 x 8~12회
cable rope high pulley overhead tricep extension : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
69.95417071451725,1.4639392072612516,32.64130609283444,Female,41,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell lying one arm supinated triceps extension : 4세트 x 8~12회
smith shrug : 4세트 x 8~12회
sphinx : 4세트 x 8~12회
dumbbell lying alternate extension : 4세트 x 8~12회
dumbbell lying rear delt row : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
106.71503729011128,1.7968205392958838,33.053405669841005,Male,52,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell reverse grip incline bench two arm row : 4세트 x 8~12회
lever assisted chin-up : 4세트 x 8~12회
bodyweight kneeling triceps extension : 4세트 x 8~12회
bodyweight standing one arm row (with towel) : 4세트 x 8~12회
cable standing crunch : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
55.683024913674,1.4790925698242825,25.4525974534302,Female,45,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
band lying hip internal rotation : 4세트 x 8~12회
dumbbell lying supination on floor : 4세트 x 8~12회
hack one leg calf raise : 4세트 x 8~12회
stationary bike run v. 3 : 4세트 x 8~12회
band fixed back underhand pulldown : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
65.54053724842764,1.564827996004981,26.76558760954632,Female,54,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell pronate-grip triceps extension : 4세트 x 8~12회
archer push up : 4세트 x 8~12회
push-up (on stability ball) : 4세트 x 8~12회
twin handle parallel grip lat pulldown : 4세트 x 8~12회
dumbbell contralateral forward lunge : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
83.51422702451748,1.6186869827550103,31.87386415844647,Female,38,severe obese,7,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
olympic barbell triceps extension : 4세트 x 8~12회
dumbbell side plank with rear fly : 4세트 x 8~12회
cable incline pushdown : 4세트 x 8~12회
cable two arm curl on incline bench : 4세트 x 8~12회
band squat : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
95.86073216869931,1.7961113035354228,29.71489839952282,Female,36,over weight,5,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
kettlebell bottoms up clean from the hang position : 4세트 x 8~12회
dumbbell push press : 4세트 x 8~12회
pull-up : 4세트 x 8~12회
cable kickback : 4세트 x 8~12회
dumbbell incline fly on exercise ball : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
71.56513974481476,1.5011282100419954,31.75893647424072,Female,61,obese,6,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
band horizontal pallof press : 4세트 x 8~12회
dumbbell standing one arm palm in press : 4세트 x 8~12회
medicine ball chest push multiple response : 4세트 x 8~12회
lever seated leg curl : 4세트 x 8~12회
scissor jumps (male) : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
50.23352306823919,1.8034279821829515,15.445288685730183,Male,58,sever thinness,1,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
barbell reverse grip incline bench press : 4세트 x 8~12회
dumbbell decline bench press : 4세트 x 8~12회
trap bar deadlift : 4세트 x 8~12회
cable close grip curl : 4세트 x 8~12회
cable middle fly : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 루틴은 체력을 향상시키고 근육을 강화하는 데 도움이 됩니다. 꾸준히 운동하면 좋은 결과를 얻을 수 있을 것입니다. 파이팅!"
63.529491180595656,1.8270019375279791,19.032566730791206,Female,41,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell single leg squat : 4세트 x 8~12회
hip raise (bent knee) : 4세트 x 8~12회
kettlebell two arm row : 4세트 x 8~12회
bodyweight standing row (with towel) : 4세트 x 8~12회
dumbbell alternate biceps curl (with arm blaster) : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
58.13286102204924,1.829761919454482,17.363310337385272,Female,65,mild thinness,3,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
dumbbell rear lateral raise : 4세트 x 8~12회
band shoulder press : 4세트 x 8~12회
push-up (wall) v. 2 : 4세트 x 8~12회
dumbbell reverse fly : 4세트 x 8~12회
left hook. boxing : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
74.61466628819433,1.750529237234382,24.349242980282547,Male,55,normal,4,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
kettlebell alternating press : 4세트 x 8~12회
cable standing lift : 4세트 x 8~12회
scapula dips : 4세트 x 8~12회
dumbbell lying one arm supinated triceps extension : 4세트 x 8~12회
band standing crunch : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이와 같은 균형 잡힌 운동 루틴을 통해 다양한 근육을 골고루 발달시킬 수 있습니다. 자신에게 맞는 강도와 세트 수를 조절하면서 운동해 보세요. 즐거운 운동 되세요!"
89.71598685471423,1.6104882234583748,34.59033210772717,Female,46,severe obese,7,"워밍업
스트레칭 10분
런닝머신 10분

근력 운동
roller body saw : 4세트 x 8~12회
kettlebell figure 8 : 4세트 x 8~12회
dumbbell close-grip press : 4세트 x 8~12회
lever preacher curl v. 2 : 4세트 x 8~12회
london bridge : 4세트 x 8~12회

유산소 운동
HIIT 자전거 20분

쿨다운 및 스트레칭
쿨다운 및 스트레칭 : 10분

이 운동 계획은 다양한 근육 그룹을 포함하고 있습니다. 각 운동을 올바른 자세로 수행하여 부상을 방지하세요. 좋은 운동 되세요!"
